comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
68133159000000000401c0db,1746088282000,湖北,68130c080000000021001ea2,唯一的缺点是用久了被夹的脑壳疼，头大的烦恼,5b67beeda0b651000105d82e,卢卢小猫巡逻中,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31plr9su1kk004a9vajverm1e9ogttko?imageView2/2/w/120/format/jpg,65,,0,1776681870313,2.5万
6813c2c7000000000a0359b7,1746125512000,湖南,68130c080000000021001ea2,那个绳子你藏在头发后面，然后拉紧，它也不会飞走[石化R],60432337000000000100020b,梦从海底跨,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31j17igvm1c605o234crg80gbcmrito0?imageView2/2/w/120/format/jpg,15,,0,1776681870318,1273
68141421000000001f028dca,1746146338000,河北,68130c080000000021001ea2,帽子里缝上这个,58c63df882ec394c1032a6b4,赶紧攒钱退休啊！,https://sns-avatar-qc.xhscdn.com/avatar/6395cc4ae0f4e9f08731dea7.jpg?imageView2/2/w/120/format/jpg,19,http://sns-webpic-qc.xhscdn.com/202604201843/e21b70685f2990d6ce77277ce51134ab/comment/1040g2h031gv9mfccja5g499juhuvh9lk64pc8lg!nd_whgt34_webp_wm_1,0,1776681870397,455
6816059100000000030376ab,1746273681000,浙江,68130c080000000021001ea2,那种刘海贴，缝3个在里面，随便都不会掉[doge],5cf1c2da00000000120320a3,五亓亓,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311avtat76e5g5n7hobd4m853758q43g?imageView2/2/w/120/format/jpg,20,,0,1776681870402,59
6815ab850000000004016afc,1746250630000,北京,68130c080000000021001ea2,北京的春风：？看不起谁呢？！分分钟给你吹走，一个帽子+一个发卡,5ee0f58b0000000001000c8c,小红薯5EE23DBA,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318mmtiaa466g5nn0um5g834c48p5va8?imageView2/2/w/120/format/jpg,14,,0,1776681870418,1237
6813849c000000001f029a56,1746109597000,北京,68130c080000000021001ea2,用两个小卡子穿过帽子绳子夹在头发上就不夹脑袋了,5c875a390000000016013a3b,粉橘子888（接存钱袋）,https://sns-avatar-qc.xhscdn.com/avatar/seller_69836c06289e5a0001f3195f?imageView2/2/w/120/format/jpg,13,,0,1776681870421,2305
68143ff0000000000400c909,1746157552000,上海,68130c080000000021001ea2,天才！！！[赞R],627cf62d000000002102a908,Irene,https://sns-avatar-qc.xhscdn.com/avatar/627cf62d000000002102a908.jpg?imageView2/2/w/120/format/jpg,1,,0,1776681870424,0
68143740000000001f02873c,1746155329000,广东,68130c080000000021001ea2,哈哈哈，手工做多了，第一反应是加个定位针[暗中观察R][暗中观察R][暗中观察R],61f52a1d000000001000e377,唯唯weichc3,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31tmeqotr7s6g5ofl58ek1orn9jlcbhg?imageView2/2/w/120/format/jpg,6,,0,1776681870444,1
68163b33000000000400858d,1746287411000,广东,68130c080000000021001ea2,[汗颜R]其实，绳子可以向后系，在后脑勺系紧，头发一盖，又美观又舒适,5831c1023460946c777c8239,时光机,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314ui4jmih40048rtf30g50hpbe0pqsg?imageView2/2/w/120/format/jpg,5,,0,1776681870446,1
6813a0d5000000001f003a39,1746116821000,江苏,68130c080000000021001ea2,蹲蹲帽子链接[皱眉R],5ad5c44e11be103d038c9242,抹茶绵绵冰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3107tbeks5u6g4a4jms24t4i23hll030?imageView2/2/w/120/format/jpg,2,,0,1776681870448,0
